;trackName;artists;primaryArtist;album;durationMs;explicit;artistGenres;popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;timeSignature
4164;BALL-IN’;['BLACHA'];BLACHA;BALL-IN’;140232;True;['polish hip hop', 'polish trap'];41;0.839;0.478;0.0;-8.041;1.0;0.209;0.352;0.0;0.113;0.554;128.139;4.0
4165;In Your Head;['Eminem'];Eminem;Revival;182640;True;['detroit hip hop', 'hip hop', 'rap'];62;0.647;0.778;1.0;-5.257;1.0;0.224;0.00164;0.0;0.389;0.252;82.918;4.0
4166;Phase 02 - Broken Radio Echo;['Solar Fields'];Solar Fields;Until We Meet The Sky;235576;False;['ambient trance', 'downtempo', 'psychill', 'space ambient'];19;0.213;0.0289;7.0;-30.024;1.0;0.037;0.676;0.909;0.112;0.0355;100.7;3.0
4167;Changin';['Brass Construction'];Brass Construction;Brass Construction;494960;False;['disco', 'funk', 'jazz funk', 'post-disco', 'quiet storm', 'rare groove'];35;0.678;0.908;0.0;-4.092;1.0;0.0937;0.0691;0.0347;0.0546;0.879;111.41;4.0
4168;Stick Up;['grandson'];grandson;a modern tragedy vol. 1;222560;False;['modern alternative rock', 'modern rock', 'rock'];59;0.31;0.932;11.0;-4.764;0.0;0.262;0.000261;3.71e-06;0.349;0.304;135.944;4.0
4169;Every Night;['Imagine Dragons'];Imagine Dragons;Night Visions;215533;False;['modern rock', 'rock'];43;0.445;0.599;0.0;-6.824;1.0;0.0298;0.0508;4.26e-05;0.178;0.417;139.775;4.0
4170;Shadows Of The Night;['Pat Benatar'];Pat Benatar;Get Nervous;261560;False;['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock'];59;0.522;0.682;6.0;-10.183;1.0;0.0344;0.29;1.23e-05;0.339;0.529;111.902;4.0
4171;Chloraseptic (feat. 2 Chainz & Phresher) - Remix;['Eminem', '2 Chainz', 'PHresher'];Eminem;Chloraseptic (feat. 2 Chainz & Phresher) [Remix];296940;True;['detroit hip hop', 'hip hop', 'rap'];52;0.887;0.725;2.0;-6.534;1.0;0.295;0.159;0.0;0.333;0.441;135.95;4.0
4172;Getting Older;['Billie Eilish'];Billie Eilish;Happier Than Ever;244221;False;['art pop', 'electropop', 'pop'];77;0.599;0.128;10.0;-17.261;1.0;0.109;0.974;0.121;0.115;0.367;159.679;4.0
4173;The Outside;['Twenty One Pilots'];Twenty One Pilots;Scaled And Icy;216758;False;['modern rock', 'rock'];70;0.785;0.623;11.0;-6.923;1.0;0.0403;0.0505;0.125;0.0539;0.711;100.991;4.0
4174;Robie YEAH;['Malik Montana', 'K Koke'];Malik Montana;Import / Export;173622;True;['polish hip hop', 'polish trap'];59;0.732;0.561;7.0;-10.217;1.0;0.38;0.0325;0.0;0.341;0.375;94.014;4.0
4175;The Start of Your Ending (41st Side);['Mobb Deep'];Mobb Deep;The Infamous;264333;True;['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap'];51;0.663;0.565;10.0;-6.604;0.0;0.276;0.0399;0.0;0.0967;0.269;86.657;4.0
4176;Pierwszy Kajdan;['Kaz Bałagane'];Kaz Bałagane;Pierwszy Kajdan;240253;True;['polish alternative rap', 'polish hip hop', 'polish trap'];13;0.745;0.642;11.0;-7.263;0.0;0.251;0.122;0.0;0.11;0.103;120.008;4.0
4177;Grapefruit Sky (Dr. Harvey's Theme);['ConcernedApe'];ConcernedApe;Stardew Valley (Original Game Soundtrack);74423;False;['indie game soundtrack', 'video game music'];39;0.574;0.212;2.0;-20.275;1.0;0.0383;0.502;0.0328;0.134;0.586;104.016;4.0
4178;Someone That I Used To Love;['Natalie Cole'];Natalie Cole;Don't Look Back;246160;False;['adult standards', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'soul', 'vocal jazz'];29;0.359;0.283;10.0;-14.438;1.0;0.0339;0.537;0.0;0.102;0.317;132.726;4.0
4179;Vacuum;['Woodju'];Woodju;Undiscovered;173178;False;['wave'];52;0.699;0.418;10.0;-11.974;0.0;0.0546;0.113;0.0224;0.325;0.305;140.025;4.0
4180;Castle;['Eminem'];Eminem;Revival;254760;True;['detroit hip hop', 'hip hop', 'rap'];59;0.612;0.819;7.0;-4.592;1.0;0.321;0.0274;0.000646;0.0938;0.279;84.977;4.0
4181;Na rozstaju dróg;['Popek', 'Sobota', 'Matheo', 'Dawidzior HTA'];Popek;Trzech króli;282000;False;['polish hip hop'];18;0.397;0.871;4.0;-7.158;0.0;0.501;0.195;0.0;0.0946;0.348;159.051;4.0
4182;Mata Hari;['Efendi'];Efendi;Mata Hari;160980;False;['eurovision'];61;0.706;0.675;4.0;-5.756;0.0;0.0386;0.0128;0.000355;0.263;0.463;99.942;4.0
4183;Blood // Water;['grandson'];grandson;a modern tragedy vol. 1;214520;False;['modern alternative rock', 'modern rock', 'rock'];74;0.504;0.891;6.0;-5.632;0.0;0.137;0.00163;0.00199;0.148;0.628;153.988;4.0
4184;City of Rome;['Jesper Kyd'];Jesper Kyd;Assassin's Creed Brotherhood (Original Game Soundtrack);332669;False;['epicore', 'nordic soundtrack', 'scorecore', 'soundtrack', 'video game music'];46;0.412;0.187;9.0;-14.164;0.0;0.03;0.0925;0.853;0.0926;0.0612;74.028;4.0
4185;Sea Wall;['Hans Zimmer', 'Benjamin Wallfisch'];Hans Zimmer;Blade Runner 2049 (Original Motion Picture Soundtrack);592961;False;['german soundtrack', 'soundtrack'];42;0.187;0.355;1.0;-12.213;1.0;0.0389;0.00366;0.685;0.105;0.0317;108.567;5.0
4186;Omori omori;['Guzior'];Guzior;Evil Twin;225402;False;['polish hip hop'];44;0.488;0.903;8.0;-6.271;0.0;0.136;0.275;0.0;0.467;0.335;114.989;4.0
4187;Take on Me;['a-ha'];a-ha;Hunting High and Low;225280;False;['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop'];86;0.573;0.902;6.0;-7.638;0.0;0.054;0.018;0.00125;0.0928;0.876;84.412;4.0
4188;Never Come Back;['Caribou'];Caribou;Suddenly;305480;False;['alternative dance', 'chillwave', 'electronica', 'electropop', 'folktronica', 'indie rock', 'indie soul', 'indietronica', 'intelligent dance music', 'new rave'];52;0.781;0.709;5.0;-8.331;1.0;0.0371;0.407;0.603;0.0683;0.651;127.991;4.0
4189;RCA (-);['Carbon Based Lifeforms'];Carbon Based Lifeforms;Refuge (Original Motion Picture Soundtrack);326000;False;['ambient trance', 'downtempo', 'psychill'];19;0.145;0.223;5.0;-20.894;1.0;0.0472;0.522;0.895;0.12;0.0644;76.046;3.0
4190;This D.J.;['Warren G', 'O.G.L.B.'];Warren G;Regulate… G Funk Era;203026;True;['g funk', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap'];68;0.804;0.443;6.0;-10.268;0.0;0.134;0.0312;0.0225;0.112;0.58;92.035;4.0
4191;Helmut, Rura!;['Łona I Webber'];Łona I Webber;Koniec Żartów;303413;False;['polish alternative', 'polish alternative rap', 'polish hip hop'];30;0.771;0.544;1.0;-9.716;1.0;0.328;0.056;2.02e-06;0.339;0.581;95.023;4.0
4192;Biker Like An Icon;['Paul McCartney'];Paul McCartney;Off The Ground;206000;False;['album rock', 'beatlesque', 'classic rock', 'mellow gold', 'rock', 'soft rock'];27;0.429;0.669;4.0;-10.944;0.0;0.0368;0.0532;0.000336;0.15;0.722;171.839;4.0
4193;Boarding 2019;['SB Maffija', 'Solar'];SB Maffija;Maffija jest na zawsze;221546;False;['polish hip hop'];23;0.699;0.817;10.0;-7.835;0.0;0.455;0.28;0.0;0.347;0.713;162.989;4.0
4194;Free Bird;['Lynyrd Skynyrd'];Lynyrd Skynyrd;Pronounced' Leh-'Nerd 'Skin-'Nerd;547106;False;['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock'];76;0.249;0.834;0.0;-8.21;1.0;0.0577;0.0738;9.48e-05;0.0924;0.338;118.223;4.0
4195;Now I Want;['Son Lux'];Son Lux;Bones;243120;False;['abstract hip hop'];27;0.557;0.424;5.0;-9.176;1.0;0.0428;0.703;0.00148;0.116;0.321;147.857;4.0
4196;Clap Yo Handz;['Sokos'];Sokos;W#1;147893;False;['polish electronica', 'wave'];10;0.831;0.95;2.0;-6.268;1.0;0.463;0.106;0.04;0.0994;0.327;92.493;4.0
4197;Day 1;['BOKKA'];BOKKA;Life on Planet B;232660;False;['polish alternative', 'polish electronica', 'polish indie'];19;0.0592;0.354;0.0;-10.949;1.0;0.0352;0.721;0.659;0.114;0.0366;43.232;4.0
4198;Mieszkaniec;['Jutrø'];Jutrø;Mieszkaniec;152000;False;['wave'];18;0.643;0.74;2.0;-4.672;1.0;0.0337;0.0265;0.848;0.0994;0.0398;137.041;4.0
4199;Highlands;['Anthony Graham'];Anthony Graham;Anthony Graham, Vol. 1;121533;False;[];22;0.367;0.41;2.0;-10.971;1.0;0.0338;0.202;0.0;0.0609;0.827;154.847;3.0
4200;Carnivores Unite;['Blockhead'];Blockhead;Music By Cavelight;285986;False;['downtempo', 'electronica', 'ninja', 'nu jazz', 'turntablism'];43;0.57;0.64;8.0;-9.15;0.0;0.0895;0.204;0.777;0.0876;0.901;200.088;4.0
4201;Hotel Maffija;['SB Maffija', 'Jan-Rapowanie', 'Janusz Walczuk', 'Białas', 'White 2115', 'Bedoes', 'Adi Nowak', 'Beteo', 'Mata', 'Solar'];SB Maffija;Hotel Maffija;221512;False;['polish hip hop'];57;0.841;0.616;5.0;-8.769;1.0;0.235;0.312;0.0;0.117;0.654;142.975;4.0
4202;Odysseus Under The Old Tree;['Koan'];Koan;When The Silence Is Speaking;554306;False;['chillstep', 'psychill'];37;0.58;0.716;7.0;-8.109;1.0;0.0338;0.0215;0.813;0.277;0.0825;89.949;4.0
4203;It Sucks;['Avonlea'];Avonlea;It Sucks;184810;False;[];33;0.603;0.399;11.0;-9.853;0.0;0.197;0.451;4.29e-06;0.302;0.511;124.646;4.0
4204;Restart;['Shellerini', 'Gibbs', 'Paluch', 'Sarius'];Shellerini;Alma Mater;275294;False;['polish alternative rap', 'polish hip hop'];54;0.744;0.573;7.0;-8.068;0.0;0.433;0.361;0.0;0.145;0.398;84.967;4.0
4205;rower (trailer);['chillwagon'];chillwagon;rower (trailer);171176;False;['polish hip hop', 'polish trap'];48;0.758;0.751;9.0;-7.624;0.0;0.14;0.0621;4.28e-06;0.176;0.881;136.08;4.0
4206;Tron pasuje mi;['Popek', 'Sobota', 'Matheo'];Popek;Trzech króli;270120;False;['polish hip hop'];19;0.585;0.8;2.0;-4.715;0.0;0.0701;0.129;5.41e-06;0.132;0.255;117.005;4.0
4207;Female Robbery;['The Neighbourhood'];The Neighbourhood;I Love You.;209520;False;['modern alternative rock', 'modern rock', 'pop'];64;0.519;0.897;7.0;-3.167;0.0;0.0276;0.0071;0.539;0.211;0.335;88.113;4.0
4208;Moments alt;['OVERWERK', 'Black Atlass'];OVERWERK;Altered State;318879;False;['canadian electronic', 'complextro', 'edm', 'electro house'];39;0.842;0.565;8.0;-5.556;0.0;0.0465;0.0581;0.0662;0.141;0.345;116.013;4.0
4209;Sweet Chin Music;['Kid Ink'];Kid Ink;7 Series;207506;True;['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap'];26;0.887;0.672;3.0;-5.58;1.0;0.0861;0.0824;0.00496;0.287;0.551;143.987;4.0
4210;Skank;['Bordum Beats'];Bordum Beats;Skank;192244;False;[];32;0.782;0.991;3.0;-5.007;0.0;0.0509;0.233;0.895;0.0936;0.927;140.059;3.0
4211;DEVASTATED;['Joey Bada$$'];Joey Bada$$;ALL-AMERIKKKAN BADA$$;207058;True;['conscious hip hop', 'hip hop', 'rap', 'underground hip hop'];73;0.812;0.628;10.0;-6.164;0.0;0.0682;0.0634;0.0;0.254;0.485;123.004;4.0
4212;Ctzk - Remix;['TEDE', 'COW', 'CHICKEN', 'DJ FEW FEW', 'MłodyGrzech'];TEDE;TDM Vixtape;233280;True;['polish hip hop'];9;0.766;0.907;7.0;-5.714;1.0;0.175;0.245;0.0;0.228;0.729;133.976;4.0
4213;Frenchcore Loca - Original Mix;['Randy', 'Radium'];Randy;Frenchcore Loca;323692;False;[];48;0.711;0.98;10.0;-1.067;0.0;0.343;0.0598;0.0144;0.609;0.412;195.016;4.0
4214;Zajarany życiem;['Sokół', 'Pono'];Sokół;Ty Przecież Wiesz Co;271493;True;['polish hip hop'];34;0.65;0.668;7.0;-4.149;1.0;0.266;0.13;0.0;0.197;0.63;159.241;4.0
4215;Prey;['The Neighbourhood'];The Neighbourhood;Wiped Out!;282640;False;['modern alternative rock', 'modern rock', 'pop'];68;0.517;0.779;9.0;-5.005;0.0;0.0477;0.0258;0.0;0.0622;0.197;115.206;4.0
4216;What Is Love - Radio Edit;['Haddaway'];Haddaway;What Is Love (Reloaded);176026;False;['bubblegum dance', 'eurodance', 'europop', 'hip house'];57;0.619;0.865;7.0;-5.385;0.0;0.0339;0.00223;0.00451;0.141;0.701;137.987;4.0
4217;Encom Part II;['Daft Punk'];Daft Punk;TRON: Legacy - The Complete Edition (Original Motion Picture Soundtrack);136760;False;['electro', 'filter house'];44;0.431;0.455;7.0;-14.287;0.0;0.0362;0.443;0.684;0.124;0.446;160.558;4.0
4218;Letnie przesilenie;['PRO8L3M'];PRO8L3M;C30-C39 EP;267034;False;['polish alternative rap', 'polish hip hop'];36;0.667;0.624;4.0;-7.24;0.0;0.417;0.783;0.0;0.118;0.813;82.99;4.0
4219;Father Stretch;['Sunday Service Choir'];Sunday Service Choir;Jesus Is Born;351855;False;[];52;0.39;0.675;4.0;-7.77;0.0;0.483;0.214;0.0;0.673;0.191;122.968;4.0
4220;Ocean Drive;['Duke Dumont'];Duke Dumont;Ocean Drive;206320;False;['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house'];74;0.686;0.718;8.0;-5.054;0.0;0.0431;0.00637;0.000703;0.119;0.557;115.026;4.0
4221;Cube;['Carbon Based Lifeforms'];Carbon Based Lifeforms;Alt:01;170000;False;['ambient trance', 'downtempo', 'psychill'];21;0.217;0.0507;7.0;-28.178;0.0;0.0574;0.98;0.874;0.121;0.037;135.382;4.0
4222;JASZCZUR;['UNDADASEA'];UNDADASEA;JASZCZUR;339531;True;['polish alternative', 'polish alternative rap'];38;0.896;0.764;2.0;-6.381;1.0;0.231;0.298;0.0;0.0813;0.4;123.005;4.0
4223;Mines (Star Lumpy);['ConcernedApe'];ConcernedApe;Stardew Valley (Original Game Soundtrack);104347;False;['indie game soundtrack', 'video game music'];39;0.805;0.146;9.0;-23.384;0.0;0.0814;0.961;0.946;0.113;0.776;115.004;4.0
4224;Short Dick Man - J.J. Energy Mix;['20 Fingers', 'Gillette'];20 Fingers;Short Dick Man;279066;True;['eurodance', 'hip house'];25;0.804;0.884;4.0;-10.115;0.0;0.0652;6.03e-05;0.573;0.0971;0.692;126.991;4.0
4225;Przy Okazji;['Włodi', 'Holak'];Włodi;Wszystkie Drogi Prowadza Do Dymu;189240;True;['polish hip hop'];26;0.712;0.504;1.0;-9.915;1.0;0.251;0.0452;0.000216;0.0993;0.287;81.995;4.0
4226;Binaural Alpha Sinus 142 Hz - 152 Hz;['Vorssenn'];Vorssenn;Alpha 8-14 Hz Drones;195204;False;['asmr'];32;0.262;0.133;0.0;-20.637;1.0;0.0483;0.795;0.711;0.109;0.035;141.863;5.0
4227;Furnace;['Hans Zimmer', 'Benjamin Wallfisch'];Hans Zimmer;Blade Runner 2049 (Original Motion Picture Soundtrack);221797;False;['german soundtrack', 'soundtrack'];39;0.128;0.206;1.0;-22.215;1.0;0.0526;0.332;0.919;0.0935;0.0364;74.508;3.0
4228;Cały sqad;['Kaen'];Kaen;88 EP;209827;False;['polish alternative rap', 'polish hip hop'];5;0.786;0.694;8.0;-4.655;0.0;0.184;0.155;0.0;0.0872;0.554;82.992;4.0
4229;Younger - Kygo Remix;['Seinabo Sey', 'Kygo'];Seinabo Sey;Pretend;351578;False;['swedish electropop', 'swedish pop', 'swedish soul'];67;0.69;0.489;5.0;-7.938;1.0;0.0788;0.13;0.00022;0.0815;0.645;114.008;4.0
4230;Crossing Mars;['Harry Gregson-Williams'];Harry Gregson-Williams;The Martian: Original Motion Picture Score;216586;False;['british soundtrack', 'soundtrack', 'video game music'];49;0.0635;0.0733;0.0;-18.667;0.0;0.0429;0.837;0.971;0.109;0.0371;70.163;3.0
4231;Power Surge;['Christopher Tin'];Christopher Tin;Offworld Trading Company (Original Video Game Score);112689;False;['video game music'];11;0.541;0.674;5.0;-16.652;1.0;0.0467;0.845;0.857;0.141;0.636;115.03;4.0
4232;Selfish Greedy Misery;['Scattle'];Scattle;Selfish Greedy Misery;201692;False;['darksynth'];35;0.595;0.426;3.0;-7.03;0.0;0.0405;0.74;0.789;0.107;0.711;180.012;4.0
4233;Międzynarodowa #5;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;23703;False;['polish alternative rap', 'polish hip hop'];1;0.696;0.421;1.0;-13.854;1.0;0.557;0.906;0.000179;0.101;0.965;81.19;4.0
4234;A co gdyby?;['PlanBe'];PlanBe;MODA;154838;False;['polish hip hop', 'polish trap'];26;0.584;0.774;1.0;-8.605;0.0;0.545;0.707;0.0;0.138;0.69;123.878;4.0
4235;Don't Push Me;['50 Cent', 'Lloyd Banks', 'Eminem'];50 Cent;Get Rich Or Die Tryin';248893;True;['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap'];50;0.719;0.791;1.0;-3.011;1.0;0.245;0.0486;0.0;0.0721;0.713;85.603;4.0
4236;Tocata y Fuga in D Minor, BWV 565;['Angel Antonio González'];Angel Antonio González;Bach: Tocata y Fuga in D Minor, BWV 565 (Con los Sonidos de la Naturaleza Version);585012;False;[];29;0.0869;0.236;2.0;-12.779;0.0;0.0325;0.626;0.849;0.114;0.0517;76.325;4.0
4237;Säter;['Belmondo'];Belmondo;Vinter I Välfärden;251653;False;[];5;0.428;0.865;2.0;-5.756;1.0;0.0412;2.29e-05;0.374;0.284;0.473;142.984;4.0
4238;Paranoid;['Kanye West', 'Mr Hudson'];Kanye West;808s & Heartbreak;277906;False;['chicago rap', 'rap'];66;0.587;0.611;6.0;-7.408;1.0;0.106;0.114;9.83e-05;0.0765;0.464;114.991;4.0
4239;Znam;['Włodi', 'Małpa'];Włodi;Osad;211253;True;['polish hip hop'];13;0.747;0.574;1.0;-10.541;1.0;0.267;0.129;5.27e-06;0.12;0.2;81.997;4.0
4240;Księga dżungli;['Borixon', 'Reto', 'dzikakorea', 'Louis Villain', 'Avi'];Borixon;420024;191887;False;['polish alternative rap', 'polish hip hop', 'polish trap'];42;0.846;0.722;6.0;-6.83;0.0;0.313;0.15;0.0;0.0663;0.791;113.036;4.0
4241;Water Theme 2;['Clams Casino'];Clams Casino;Winter Flower;121929;False;['escape room', 'experimental hip hop', 'psychedelic hip hop', 'underground hip hop', 'vapor twitch', 'wave', 'witch house'];42;0.43;0.187;10.0;-11.546;1.0;0.0268;0.463;0.755;0.185;0.638;74.978;4.0
4242;Houston;['Justin Hurwitz'];Justin Hurwitz;First Man (Original Motion Picture Soundtrack);136053;False;['hollywood', 'movie tunes'];34;0.769;0.203;3.0;-20.758;0.0;0.0622;0.932;0.908;0.118;0.831;131.966;4.0
4243;I Am Not a Moron!;['Aperture Science Psychoacoustic Laboratories'];Aperture Science Psychoacoustic Laboratories;Portal 2: Songs to Test By (Collectors Edition);228652;False;['video game music'];26;0.233;0.413;5.0;-10.559;1.0;0.0386;0.506;0.775;0.287;0.0339;120.075;4.0
4244;Like an Animal;['RÜFÜS DU SOL'];RÜFÜS DU SOL;Bloom;241580;False;['australian electropop', 'indietronica'];54;0.71;0.748;9.0;-6.244;0.0;0.0305;0.0341;0.000105;0.0897;0.38;119.994;4.0
4245;Międzynarodowa #4;['PRO8L3M'];PRO8L3M;Ground Zero Mixtape;51891;False;['polish alternative rap', 'polish hip hop'];33;0.52;0.344;4.0;-13.182;0.0;0.0717;0.484;9.25e-05;0.318;0.53;73.801;4.0
4246;Man Down;['Rihanna'];Rihanna;Loud;266986;True;['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary'];61;0.479;0.906;0.0;-4.03;0.0;0.188;0.0406;0.0;0.051;0.536;155.887;4.0
4247;In Real Life;['The Ruby Suns'];The Ruby Suns;Christopher;247293;False;['auckland indie', 'nz indie'];28;0.656;0.942;9.0;-5.18;0.0;0.0458;0.0169;0.196;0.119;0.534;119.986;4.0
4248;rrcum;['Reto'];Reto;BOA;187706;True;['polish hip hop', 'polish trap'];40;0.826;0.683;10.0;-6.877;0.0;0.263;0.195;3.09e-05;0.105;0.657;146.018;4.0
4249;Talia;['King Princess'];King Princess;Talia;207720;False;['alt z', 'art pop', 'dance pop', 'electropop', 'indie pop', 'indie poptimism', 'nyc pop', 'pop'];65;0.401;0.507;2.0;-7.001;1.0;0.089;0.549;0.0;0.164;0.236;180.159;4.0
4250;Eine Reise Durch Die Zeit;['Ben Frost'];Ben Frost;Dark: Cycle 1 (Original Music From The Netflix Series);152008;False;['australian experimental', 'compositional ambient', 'drone', 'icelandic classical', 'icelandic experimental', 'mandible', 'soundtrack'];16;0.121;0.12;4.0;-22.762;0.0;0.0353;0.838;0.858;0.116;0.0342;96.571;4.0
4251;El Diablo;['Elena Tsagrinou'];Elena Tsagrinou;El Diablo;181546;False;['eurovision', 'greek pop'];65;0.662;0.663;9.0;-7.782;0.0;0.132;0.00387;0.0;0.835;0.616;113.986;4.0
4252;From Florida With Love;['Drake'];Drake;Dark Lane Demo Tapes;234782;True;['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap'];65;0.787;0.477;6.0;-7.837;0.0;0.199;0.768;0.0;0.104;0.476;80.506;4.0
4253;Right Here Right Now;['American Authors'];American Authors;What We Live For;181773;False;['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock'];42;0.63;0.77;6.0;-4.88;1.0;0.0326;0.00852;0.0;0.345;0.681;110.027;4.0
4254;Guilty Conscience;['Eminem', 'Dr. Dre'];Eminem;The Slim Shady LP;199333;True;['detroit hip hop', 'hip hop', 'rap'];66;0.66;0.789;7.0;-5.143;1.0;0.364;0.0527;0.0;0.341;0.513;182.218;4.0
4255;Closed On Sunday;['Kanye West'];Kanye West;JESUS IS KING;151873;False;['chicago rap', 'rap'];65;0.799;0.291;11.0;-7.353;0.0;0.0318;0.873;0.000641;0.139;0.406;97.984;4.0
4256;Alien Boy;['Oliver Tree'];Oliver Tree;Ugly is Beautiful;164312;True;['alternative hip hop'];75;0.792;0.576;1.0;-7.046;1.0;0.132;0.0597;0.0;0.186;0.52;130.135;4.0
4257;Gabriel;['Justyna Święs', 'Klaves'];Justyna Święs;Heartbreaks & Promises Vol. 3;240065;False;['polish alternative'];26;0.769;0.644;7.0;-8.798;1.0;0.0761;0.0122;0.195;0.107;0.391;118.004;4.0
4258;First Woe;['Øfdream'];Øfdream;Øfdream: Anthology, Pt. 1;218666;False;['drift phonk', 'wave'];45;0.54;0.777;10.0;-4.316;0.0;0.0557;0.185;0.0446;0.327;0.468;89.986;4.0
4259;It's Only Life;['The Shins'];The Shins;Port Of Morrow;241613;False;['albuquerque indie', 'alternative rock', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'pop rock', 'portland indie', 'rock', 'stomp and holler'];49;0.627;0.623;0.0;-6.613;1.0;0.0267;0.0476;1.09e-06;0.149;0.454;147.983;4.0
4260;Sextant;['Justin Hurwitz'];Justin Hurwitz;First Man (Original Motion Picture Soundtrack);105933;False;['hollywood', 'movie tunes'];38;0.488;0.114;7.0;-28.981;0.0;0.0393;0.979;0.801;0.122;0.529;105.001;1.0
4261;Mines (A Flicker in the Deep);['ConcernedApe'];ConcernedApe;Stardew Valley (Original Game Soundtrack);85544;False;['indie game soundtrack', 'video game music'];41;0.349;0.0571;7.0;-27.23;1.0;0.0509;0.989;0.952;0.0887;0.0799;100.921;4.0
4262;Fiction;['The xx'];The xx;Coexist;176480;False;['downtempo', 'dream pop', 'indietronica'];56;0.785;0.362;7.0;-13.785;0.0;0.0373;0.693;0.411;0.0897;0.641;115.022;4.0
4263;"Polonaise No. 15 in B-Flat Minor, ""Adieu""";['Frédéric Chopin', 'Eugene Mursky'];Frédéric Chopin;Chopin, F.: Chopin Edition, Vol. 3 - Polonaises;327480;False;['classical', 'early romantic era', 'polish classical'];37;0.351;0.0269;10.0;-28.267;0.0;0.0378;0.992;0.878;0.116;0.0899;68.506;4.0
4264;In the Deep Woods;['ConcernedApe'];ConcernedApe;Stardew Valley (Original Game Soundtrack);126122;False;['indie game soundtrack', 'video game music'];42;0.513;0.146;5.0;-19.951;1.0;0.0322;0.0693;0.0483;0.105;0.141;98.015;3.0
4265;Bye bye horses;['Borixon'];Borixon;Koktajl;49565;True;['polish alternative rap', 'polish hip hop', 'polish trap'];12;0.504;0.668;3.0;-10.091;0.0;0.217;0.111;9.69e-05;0.213;0.3;140.056;4.0
4266;White Privilege II (feat. Jamila Woods);['Macklemore & Ryan Lewis', 'Macklemore', 'Ryan Lewis', 'Jamila Woods'];Macklemore & Ryan Lewis;This Unruly Mess I've Made;525800;True;['dance pop', 'pop', 'pop rap', 'seattle hip hop'];43;0.519;0.574;1.0;-7.696;1.0;0.184;0.633;0.0;0.271;0.434;100.22;3.0
4267;Mało;['CatchUp', 'Young Igi', 'Frank Leen'];CatchUp;Mało;176666;True;['polish alternative rap', 'polish hip hop'];45;0.826;0.64;9.0;-7.638;1.0;0.172;0.188;0.0;0.295;0.359;98.985;4.0
4268;I'm Forrest... Forrest Gump;['Alan Silvestri'];Alan Silvestri;Forrest Gump - Original Motion Picture Score;159666;False;['soundtrack'];63;0.402;0.046;5.0;-22.779;1.0;0.033;0.979;0.513;0.0771;0.0967;104.425;4.0
4269;Dancing Queen;['ABBA'];ABBA;Arrival;230400;False;['europop', 'swedish pop'];82;0.543;0.87;9.0;-6.514;1.0;0.0428;0.358;0.000939;0.792;0.754;100.804;4.0
4270;Something Heavens;['H.U.V.A. Network'];H.U.V.A. Network;Ephemeris;403899;False;['ambient psychill', 'ambient trance', 'psychill'];36;0.528;0.161;1.0;-18.59;1.0;0.0332;0.347;0.812;0.253;0.0454;90.012;4.0
4271;One More Time;['Daft Punk'];Daft Punk;Discovery;320357;False;['electro', 'filter house'];79;0.613;0.697;2.0;-8.618;1.0;0.133;0.0194;0.0;0.332;0.476;122.746;4.0
4272;I Touch Myself;['Scala & Kolacny Brothers'];Scala & Kolacny Brothers;Dream On;140666;False;[];50;0.575;0.384;8.0;-7.588;1.0;0.0277;0.971;0.894;0.0852;0.231;131.986;4.0
4273;Adore;['Savages'];Savages;Adore Life;303133;False;['garage psych', 'modern alternative rock'];44;0.364;0.402;4.0;-11.394;0.0;0.0454;0.355;0.505;0.0948;0.0803;107.738;3.0
4274;Insanity;['Apriljoke'];Apriljoke;W#1;131080;False;[];14;0.701;0.656;1.0;-7.756;1.0;0.0357;0.333;0.887;0.0616;0.108;129.996;4.0
4275;Future Club;['Perturbator'];Perturbator;Dangerous Days;289186;False;['cyberpunk', 'dark clubbing', 'darksynth', 'synthwave'];58;0.448;0.955;5.0;-2.945;0.0;0.0441;0.00108;0.837;0.371;0.39;99.994;4.0
4276;HEAT;['BROCKHAMPTON'];BROCKHAMPTON;SATURATION;272378;True;['boy band', 'hip hop', 'pop', 'rap'];53;0.691;0.74;8.0;-5.884;1.0;0.298;0.0887;0.0;0.149;0.41;78.025;4.0
